,gender,age,household_income,degree,school_degree,parking_strategy,survey_income_interval,income_group
480,2.0,62,24742,8.0,3.0,4.0,2.0,2
481,1.0,37,21680,10.0,4.0,7.0,3.0,2
482,2.0,83,27264,8.0,0.0,3.0,3.0,2
483,1.0,31,5586,11.0,4.0,5.0,2.0,1
484,2.0,28,22721,9.0,4.0,4.0,3.0,2
485,2.0,59,25714,11.0,5.0,4.0,5.0,2
486,2.0,83,22021,4.0,6.0,4.0,3.0,2
487,2.0,40,14872,5.0,2.0,4.0,6.0,2
488,1.0,89,575,4.0,1.0,5.0,5.0,0
489,1.0,29,9773,11.0,0.0,4.0,4.0,2
490,1.0,28,8603,7.0,4.0,3.0,4.0,2
491,1.0,52,14560,10.0,6.0,7.0,3.0,2
492,1.0,42,11780,0.0,5.0,3.0,1.0,2
493,2.0,10,26085,7.0,6.0,4.0,2.0,2
494,1.0,84,10921,2.0,2.0,7.0,2.0,2
495,2.0,17,17776,8.0,5.0,4.0,5.0,2
496,1.0,0,9132,12.0,1.0,4.0,2.0,2
497,2.0,39,13778,4.0,3.0,5.0,3.0,2
498,1.0,38,5212,0.0,3.0,5.0,2.0,1
499,2.0,98,3304,5.0,1.0,3.0,3.0,1
500,1.0,65,27179,2.0,2.0,5.0,1.0,2
501,1.0,48,19794,11.0,0.0,7.0,4.0,2
502,2.0,86,17635,7.0,5.0,7.0,1.0,2
503,2.0,45,14064,2.0,3.0,7.0,4.0,2
504,2.0,49,16622,8.0,0.0,4.0,5.0,2
505,1.0,22,18932,5.0,2.0,4.0,2.0,2
506,1.0,92,2657,5.0,2.0,4.0,3.0,1
507,1.0,65,9578,2.0,4.0,4.0,5.0,2
508,2.0,85,3462,1.0,2.0,5.0,6.0,1
509,2.0,66,10131,4.0,5.0,4.0,6.0,2
510,1.0,32,23253,0.0,3.0,7.0,1.0,2
511,2.0,50,22267,6.0,3.0,3.0,7.0,2
512,2.0,70,23421,1.0,4.0,3.0,4.0,2
513,1.0,35,9225,12.0,1.0,3.0,5.0,2
514,2.0,100,23141,6.0,3.0,7.0,3.0,2
515,2.0,23,5000,5.0,2.0,3.0,7.0,1
516,2.0,82,23578,5.0,4.0,4.0,6.0,2
517,1.0,89,4999,2.0,6.0,5.0,2.0,1
518,2.0,79,16331,9.0,1.0,3.0,3.0,2
519,1.0,27,3662,5.0,5.0,5.0,7.0,1
520,2.0,85,24026,4.0,1.0,3.0,7.0,2
521,1.0,1,25301,8.0,3.0,5.0,6.0,2
522,2.0,9,10562,4.0,3.0,5.0,2.0,2
523,1.0,81,7233,4.0,4.0,4.0,2.0,2
524,1.0,11,15271,9.0,0.0,5.0,1.0,2
525,2.0,64,14989,2.0,3.0,5.0,3.0,2
526,2.0,67,850,6.0,1.0,3.0,3.0,0
527,1.0,61,20624,4.0,2.0,4.0,7.0,2
528,2.0,54,3134,7.0,4.0,7.0,1.0,1
529,1.0,36,369,4.0,6.0,4.0,1.0,0
530,2.0,84,19583,9.0,6.0,7.0,4.0,2
531,1.0,19,24666,0.0,2.0,3.0,4.0,2
532,2.0,69,995,8.0,2.0,3.0,4.0,0
533,2.0,84,15387,9.0,0.0,4.0,7.0,2
534,2.0,62,13621,4.0,6.0,5.0,4.0,2
535,2.0,68,22826,0.0,4.0,3.0,6.0,2
536,1.0,41,24149,3.0,1.0,5.0,7.0,2
537,1.0,80,5571,4.0,4.0,5.0,1.0,1
538,2.0,16,27106,9.0,2.0,7.0,4.0,2
539,1.0,57,5286,12.0,0.0,7.0,2.0,1
540,2.0,5,12573,0.0,5.0,4.0,5.0,2
541,1.0,96,20543,5.0,4.0,3.0,3.0,2
542,1.0,22,3692,3.0,3.0,7.0,7.0,1
543,2.0,3,16710,3.0,6.0,4.0,2.0,2
544,1.0,8,10951,12.0,4.0,4.0,3.0,2
545,2.0,62,7550,3.0,0.0,3.0,3.0,2
546,2.0,92,17547,11.0,5.0,3.0,4.0,2
547,2.0,41,13747,6.0,3.0,7.0,5.0,2
548,2.0,74,22234,6.0,1.0,3.0,4.0,2
549,2.0,92,1431,8.0,4.0,3.0,1.0,0
550,1.0,95,7386,6.0,6.0,4.0,5.0,2
551,1.0,11,2323,4.0,3.0,5.0,5.0,1
552,2.0,34,25323,9.0,4.0,7.0,1.0,2
553,2.0,91,20252,7.0,3.0,5.0,3.0,2
554,2.0,49,10357,1.0,3.0,4.0,3.0,2
555,2.0,71,9830,12.0,3.0,7.0,5.0,2
556,1.0,39,9190,6.0,5.0,5.0,1.0,2
557,1.0,58,11267,7.0,4.0,3.0,5.0,2
558,2.0,5,6546,2.0,0.0,3.0,5.0,2
559,2.0,73,20137,4.0,0.0,4.0,3.0,2
560,1.0,88,25471,11.0,2.0,3.0,1.0,2
561,2.0,12,5298,0.0,3.0,7.0,1.0,1
562,1.0,97,9895,7.0,4.0,7.0,6.0,2
563,1.0,59,8121,12.0,3.0,3.0,6.0,2
564,1.0,78,22820,9.0,6.0,5.0,1.0,2
565,1.0,15,18024,7.0,4.0,5.0,7.0,2
566,1.0,4,21530,5.0,4.0,4.0,6.0,2
567,1.0,22,26385,4.0,6.0,4.0,4.0,2
568,1.0,52,9502,4.0,4.0,7.0,2.0,2
569,1.0,66,24728,8.0,3.0,7.0,3.0,2
570,1.0,71,15528,3.0,5.0,3.0,6.0,2
571,1.0,72,19041,12.0,4.0,4.0,5.0,2
572,1.0,5,12702,4.0,0.0,3.0,5.0,2
573,2.0,39,12137,1.0,6.0,5.0,4.0,2
574,2.0,79,1788,8.0,5.0,5.0,7.0,0
575,1.0,79,22569,1.0,0.0,7.0,5.0,2
576,1.0,41,14944,0.0,4.0,3.0,1.0,2
577,1.0,89,19808,6.0,2.0,3.0,2.0,2
578,1.0,22,12351,4.0,3.0,7.0,2.0,2
579,2.0,89,11677,1.0,2.0,5.0,6.0,2
580,2.0,89,4328,11.0,1.0,4.0,1.0,1
581,1.0,19,22674,9.0,2.0,7.0,5.0,2
582,2.0,62,13124,7.0,1.0,7.0,7.0,2
583,2.0,29,26048,10.0,5.0,7.0,4.0,2
584,1.0,9,23894,8.0,6.0,7.0,7.0,2
585,2.0,11,6384,2.0,4.0,7.0,7.0,2
586,1.0,99,14567,8.0,1.0,7.0,3.0,2
587,2.0,26,7494,0.0,2.0,5.0,5.0,2
588,1.0,82,23036,1.0,1.0,5.0,1.0,2
589,2.0,72,27040,7.0,4.0,3.0,5.0,2
590,2.0,1,6476,0.0,4.0,4.0,6.0,2
591,1.0,99,5066,10.0,6.0,5.0,7.0,1
592,2.0,46,8417,11.0,0.0,3.0,4.0,2
593,2.0,55,17858,0.0,4.0,5.0,5.0,2
594,2.0,10,2049,12.0,1.0,3.0,2.0,0
595,2.0,74,19465,5.0,4.0,4.0,2.0,2
596,2.0,24,9349,10.0,3.0,3.0,5.0,2
597,1.0,95,15746,5.0,0.0,7.0,1.0,2
598,2.0,43,26814,1.0,1.0,5.0,4.0,2
599,1.0,91,5298,0.0,5.0,5.0,1.0,1
600,2.0,13,23340,2.0,6.0,3.0,1.0,2
601,2.0,78,14173,5.0,1.0,4.0,2.0,2
602,1.0,55,359,2.0,4.0,4.0,3.0,0
603,1.0,5,11025,3.0,0.0,5.0,2.0,2
604,1.0,23,9136,2.0,6.0,7.0,6.0,2
605,1.0,42,972,11.0,6.0,7.0,5.0,0
606,2.0,49,2680,11.0,2.0,4.0,1.0,1
607,2.0,75,2444,0.0,5.0,3.0,5.0,1
608,1.0,56,2608,1.0,2.0,3.0,6.0,1
609,2.0,43,19264,0.0,3.0,4.0,6.0,2
610,1.0,24,17180,10.0,3.0,7.0,5.0,2
611,1.0,81,7776,3.0,0.0,3.0,2.0,2
612,1.0,21,764,3.0,4.0,3.0,6.0,0
613,1.0,94,22409,3.0,3.0,5.0,6.0,2
614,2.0,18,19486,10.0,6.0,5.0,4.0,2
615,2.0,63,2755,6.0,2.0,4.0,6.0,1
616,1.0,89,7689,4.0,4.0,3.0,4.0,2
617,2.0,29,1811,7.0,3.0,3.0,2.0,0
618,2.0,37,10335,10.0,4.0,5.0,7.0,2
619,1.0,49,23684,11.0,6.0,7.0,6.0,2
620,1.0,40,27019,2.0,2.0,3.0,1.0,2
621,1.0,95,11793,2.0,6.0,5.0,4.0,2
622,2.0,11,7658,10.0,1.0,3.0,7.0,2
623,2.0,56,6029,10.0,3.0,4.0,6.0,2
624,2.0,63,19010,9.0,3.0,4.0,6.0,2
625,1.0,14,14523,3.0,5.0,4.0,3.0,2
626,1.0,32,15632,9.0,3.0,5.0,2.0,2
627,2.0,65,5868,10.0,4.0,7.0,5.0,1
628,1.0,65,1152,9.0,4.0,5.0,1.0,0
629,2.0,36,26364,11.0,0.0,3.0,3.0,2
630,2.0,25,20140,2.0,0.0,5.0,2.0,2
631,2.0,76,3750,6.0,2.0,4.0,6.0,1
632,1.0,72,2912,4.0,6.0,3.0,3.0,1
633,1.0,50,9415,3.0,0.0,3.0,3.0,2
634,2.0,12,6590,5.0,4.0,5.0,6.0,2
635,1.0,24,12108,12.0,5.0,5.0,1.0,2
636,2.0,19,16039,2.0,6.0,3.0,5.0,2
637,1.0,67,3760,9.0,6.0,3.0,1.0,1
638,2.0,10,16417,5.0,0.0,3.0,7.0,2
639,2.0,7,12795,10.0,6.0,4.0,1.0,2
640,1.0,52,20522,2.0,2.0,4.0,6.0,2
641,2.0,92,2339,9.0,3.0,3.0,6.0,1
642,2.0,14,10502,12.0,4.0,7.0,4.0,2
643,2.0,72,18129,8.0,3.0,5.0,7.0,2
644,2.0,46,9049,9.0,1.0,7.0,6.0,2
645,2.0,99,5023,9.0,6.0,4.0,5.0,1
646,1.0,35,27262,9.0,1.0,3.0,7.0,2
647,1.0,81,9316,2.0,3.0,5.0,1.0,2
648,1.0,23,9456,8.0,0.0,3.0,4.0,2
649,1.0,61,17748,0.0,4.0,7.0,2.0,2
650,1.0,53,9123,3.0,6.0,5.0,7.0,2
651,1.0,12,16970,5.0,1.0,3.0,4.0,2
652,1.0,45,12723,0.0,2.0,5.0,6.0,2
653,1.0,7,18593,9.0,0.0,4.0,6.0,2
654,2.0,47,26271,0.0,1.0,5.0,7.0,2
655,2.0,39,22408,9.0,6.0,3.0,5.0,2
656,2.0,94,19155,8.0,5.0,7.0,3.0,2
657,2.0,19,24455,12.0,6.0,3.0,7.0,2
658,1.0,50,9937,4.0,2.0,4.0,1.0,2
659,1.0,65,3067,8.0,2.0,3.0,3.0,1
660,1.0,43,402,2.0,0.0,5.0,6.0,0
661,1.0,82,26689,3.0,1.0,7.0,5.0,2
662,2.0,78,2287,12.0,3.0,5.0,1.0,1
663,1.0,89,17911,4.0,0.0,5.0,2.0,2
664,2.0,56,773,8.0,3.0,7.0,7.0,0
665,2.0,72,2964,11.0,0.0,7.0,3.0,1
666,1.0,50,23369,4.0,1.0,4.0,1.0,2
667,1.0,34,5291,9.0,3.0,4.0,7.0,1
668,1.0,90,19276,11.0,0.0,5.0,7.0,2
669,2.0,11,7459,4.0,3.0,3.0,5.0,2
670,1.0,11,2415,6.0,5.0,4.0,3.0,1
671,1.0,36,1521,6.0,1.0,3.0,6.0,0
672,1.0,49,10419,10.0,4.0,5.0,6.0,2
673,2.0,76,13233,0.0,5.0,3.0,6.0,2
674,1.0,81,19625,12.0,1.0,4.0,4.0,2
675,1.0,95,9908,8.0,3.0,5.0,4.0,2
676,1.0,74,12833,3.0,3.0,3.0,2.0,2
677,1.0,48,22007,6.0,4.0,4.0,5.0,2
678,1.0,74,24002,4.0,3.0,4.0,3.0,2
679,2.0,11,3525,0.0,4.0,5.0,3.0,1
680,2.0,93,21742,11.0,0.0,3.0,2.0,2
681,1.0,34,20743,0.0,3.0,7.0,4.0,2
682,2.0,74,5368,2.0,6.0,4.0,2.0,1
683,2.0,76,5258,12.0,6.0,5.0,4.0,1
684,2.0,39,22057,1.0,3.0,5.0,4.0,2
685,1.0,10,8253,12.0,4.0,5.0,5.0,2
686,2.0,2,26320,12.0,4.0,7.0,1.0,2
687,1.0,75,12960,1.0,5.0,7.0,1.0,2
688,2.0,46,15731,7.0,0.0,4.0,7.0,2
689,1.0,51,3802,12.0,0.0,5.0,7.0,1
690,2.0,41,15764,12.0,6.0,3.0,1.0,2
691,1.0,91,20294,8.0,2.0,7.0,7.0,2
692,1.0,3,24181,9.0,0.0,7.0,2.0,2
693,2.0,16,20750,1.0,2.0,7.0,3.0,2
694,1.0,63,4069,9.0,5.0,7.0,1.0,1
695,2.0,64,8583,7.0,4.0,3.0,7.0,2
696,2.0,13,1355,10.0,0.0,5.0,5.0,0
697,2.0,38,22758,8.0,3.0,4.0,4.0,2
698,1.0,4,19632,9.0,6.0,3.0,3.0,2
699,2.0,3,9584,1.0,1.0,7.0,1.0,2
700,1.0,19,9864,7.0,3.0,4.0,7.0,2
701,2.0,81,12323,3.0,4.0,7.0,4.0,2
702,1.0,16,10615,12.0,2.0,3.0,3.0,2
703,1.0,71,15177,11.0,0.0,7.0,6.0,2
704,2.0,24,15893,5.0,6.0,4.0,5.0,2
705,1.0,11,2031,3.0,2.0,4.0,5.0,0
706,1.0,22,12451,4.0,4.0,5.0,5.0,2
707,2.0,60,12183,2.0,2.0,5.0,5.0,2
708,1.0,91,23905,9.0,2.0,3.0,5.0,2
709,1.0,2,11169,6.0,4.0,5.0,7.0,2
710,1.0,8,23270,5.0,1.0,5.0,7.0,2
711,1.0,72,2243,5.0,0.0,4.0,6.0,1
712,1.0,89,12337,7.0,4.0,4.0,3.0,2
713,2.0,38,8145,3.0,0.0,3.0,7.0,2
714,2.0,52,21963,3.0,2.0,7.0,2.0,2
715,1.0,97,22106,3.0,4.0,3.0,5.0,2
716,1.0,88,26210,10.0,4.0,4.0,1.0,2
717,1.0,63,21567,4.0,0.0,7.0,4.0,2
718,1.0,21,16184,2.0,1.0,5.0,4.0,2
719,2.0,4,17446,12.0,5.0,7.0,2.0,2
720,1.0,31,21243,1.0,4.0,5.0,3.0,2
721,2.0,75,13999,7.0,4.0,7.0,6.0,2
722,2.0,37,22440,1.0,3.0,3.0,6.0,2
723,1.0,7,11913,7.0,6.0,5.0,7.0,2
724,2.0,22,10199,0.0,6.0,4.0,6.0,2
725,1.0,42,18998,0.0,6.0,5.0,1.0,2
726,2.0,59,12203,12.0,2.0,5.0,6.0,2
727,1.0,95,1909,5.0,0.0,7.0,2.0,0
728,1.0,54,6567,1.0,6.0,3.0,5.0,2
729,2.0,73,26232,2.0,6.0,3.0,1.0,2
730,1.0,51,9866,11.0,3.0,4.0,1.0,2
731,1.0,82,13912,1.0,1.0,7.0,4.0,2
732,2.0,23,3060,9.0,6.0,4.0,7.0,1
733,1.0,83,19249,11.0,0.0,4.0,6.0,2
734,2.0,25,1998,6.0,3.0,5.0,6.0,0
735,2.0,57,23577,0.0,3.0,5.0,4.0,2
736,2.0,69,21904,9.0,4.0,3.0,3.0,2
737,2.0,89,11050,12.0,6.0,5.0,2.0,2
738,1.0,45,15862,5.0,0.0,7.0,7.0,2
739,2.0,88,11188,2.0,2.0,7.0,1.0,2
740,2.0,51,25620,9.0,3.0,4.0,6.0,2
741,1.0,59,9284,0.0,3.0,7.0,7.0,2
742,2.0,44,24706,9.0,3.0,3.0,2.0,2
743,2.0,26,17596,9.0,3.0,3.0,1.0,2
744,2.0,43,17417,6.0,0.0,5.0,1.0,2
745,1.0,32,15596,0.0,5.0,7.0,2.0,2
746,2.0,30,13442,8.0,0.0,7.0,1.0,2
747,1.0,14,4300,7.0,3.0,3.0,7.0,1
748,2.0,71,10620,3.0,1.0,4.0,3.0,2
749,2.0,96,5506,7.0,1.0,5.0,2.0,1
750,2.0,61,3491,1.0,0.0,7.0,6.0,1
751,2.0,1,3105,2.0,2.0,7.0,1.0,1
752,1.0,47,11634,11.0,0.0,4.0,7.0,2
753,1.0,43,25118,2.0,6.0,4.0,6.0,2
754,1.0,90,8808,1.0,6.0,4.0,1.0,2
755,2.0,15,14452,4.0,2.0,5.0,2.0,2
756,2.0,68,24081,5.0,0.0,4.0,1.0,2
757,1.0,74,3021,10.0,6.0,7.0,1.0,1
758,1.0,85,10906,8.0,3.0,7.0,6.0,2
759,2.0,39,11405,3.0,6.0,5.0,5.0,2
760,1.0,94,17425,2.0,6.0,4.0,3.0,2
761,1.0,86,20767,7.0,1.0,5.0,7.0,2
762,2.0,0,26373,7.0,2.0,5.0,1.0,2
763,1.0,81,3523,12.0,6.0,3.0,7.0,1
764,1.0,58,769,4.0,4.0,5.0,6.0,0
765,2.0,12,19244,1.0,3.0,5.0,7.0,2
766,1.0,91,23354,11.0,3.0,4.0,5.0,2
767,2.0,43,11541,1.0,3.0,5.0,2.0,2
768,1.0,54,20523,11.0,4.0,3.0,5.0,2
769,1.0,47,27029,4.0,5.0,5.0,4.0,2
770,2.0,22,777,10.0,2.0,5.0,2.0,0
771,2.0,31,7637,11.0,5.0,7.0,7.0,2
772,2.0,34,3239,5.0,1.0,3.0,2.0,1
773,2.0,98,2430,6.0,5.0,4.0,7.0,1
774,1.0,42,18522,9.0,4.0,3.0,2.0,2
775,1.0,68,14175,7.0,1.0,5.0,1.0,2
776,2.0,62,26549,12.0,3.0,7.0,3.0,2
777,2.0,36,12355,3.0,6.0,4.0,1.0,2
778,1.0,83,568,6.0,2.0,5.0,6.0,0
779,1.0,44,26328,0.0,3.0,3.0,3.0,2
780,2.0,81,20429,6.0,0.0,4.0,5.0,2
781,2.0,70,9252,2.0,6.0,4.0,1.0,2
782,2.0,6,1109,2.0,0.0,4.0,7.0,0
783,1.0,48,13391,3.0,6.0,5.0,1.0,2
784,2.0,9,9411,8.0,0.0,5.0,7.0,2
785,1.0,28,19902,3.0,3.0,4.0,3.0,2
786,2.0,77,13357,3.0,2.0,7.0,1.0,2
787,2.0,56,25782,5.0,2.0,4.0,3.0,2
788,1.0,9,759,10.0,4.0,5.0,1.0,0
789,2.0,85,10875,11.0,3.0,5.0,4.0,2
790,2.0,66,15501,8.0,4.0,5.0,1.0,2
791,2.0,9,1343,8.0,5.0,5.0,4.0,0
792,1.0,36,4483,10.0,0.0,4.0,2.0,1
793,1.0,28,16997,4.0,5.0,7.0,1.0,2
794,2.0,64,427,12.0,3.0,3.0,4.0,0
795,2.0,74,12465,4.0,4.0,4.0,3.0,2
796,2.0,13,25789,5.0,2.0,3.0,6.0,2
797,1.0,2,9340,6.0,3.0,5.0,1.0,2
798,2.0,37,20517,10.0,2.0,3.0,3.0,2
799,2.0,71,12853,2.0,4.0,3.0,1.0,2
800,1.0,87,12200,4.0,4.0,4.0,5.0,2
801,2.0,94,2556,12.0,3.0,7.0,7.0,1
802,1.0,81,3477,4.0,2.0,7.0,6.0,1
803,2.0,3,11913,9.0,4.0,4.0,7.0,2
804,2.0,98,22452,2.0,2.0,7.0,6.0,2
805,1.0,80,10112,9.0,4.0,4.0,6.0,2
806,1.0,82,22403,11.0,1.0,4.0,5.0,2
807,2.0,50,2163,8.0,1.0,7.0,1.0,0
808,2.0,61,764,12.0,0.0,5.0,2.0,0
809,1.0,82,26036,6.0,0.0,4.0,5.0,2
810,1.0,28,19805,3.0,2.0,7.0,5.0,2
811,1.0,35,27209,6.0,6.0,3.0,7.0,2
812,2.0,53,11443,11.0,4.0,3.0,5.0,2
813,2.0,26,7210,3.0,2.0,4.0,6.0,2
814,2.0,42,16214,12.0,2.0,7.0,7.0,2
815,2.0,46,677,9.0,6.0,7.0,6.0,0
816,2.0,69,14302,0.0,5.0,4.0,4.0,2
817,1.0,28,23017,9.0,2.0,3.0,1.0,2
818,2.0,43,9367,8.0,4.0,4.0,1.0,2
819,2.0,83,26275,2.0,5.0,4.0,7.0,2
820,2.0,62,3842,5.0,2.0,3.0,6.0,1
821,2.0,74,8967,5.0,1.0,3.0,6.0,2
822,2.0,74,12360,12.0,5.0,5.0,2.0,2
823,1.0,9,15872,4.0,5.0,5.0,7.0,2
824,1.0,91,1183,3.0,3.0,3.0,4.0,0
825,1.0,99,10767,3.0,4.0,3.0,2.0,2
826,1.0,75,16099,7.0,4.0,4.0,7.0,2
827,1.0,96,24651,0.0,6.0,3.0,5.0,2
828,2.0,38,4432,10.0,0.0,7.0,5.0,1
829,2.0,31,9207,10.0,5.0,4.0,5.0,2
830,1.0,22,12401,6.0,0.0,7.0,3.0,2
831,1.0,91,20031,2.0,2.0,3.0,2.0,2
832,1.0,57,10211,3.0,2.0,7.0,4.0,2
833,1.0,21,20458,7.0,1.0,3.0,7.0,2
834,1.0,97,15781,8.0,1.0,4.0,3.0,2
835,1.0,61,20470,6.0,2.0,4.0,4.0,2
836,1.0,41,27124,9.0,5.0,3.0,1.0,2
837,1.0,99,6031,7.0,3.0,4.0,6.0,2
838,2.0,41,5847,10.0,2.0,4.0,7.0,1
839,2.0,23,26711,4.0,5.0,5.0,5.0,2
840,2.0,52,25060,1.0,5.0,3.0,4.0,2
841,1.0,23,26691,9.0,1.0,4.0,6.0,2
842,1.0,72,4010,12.0,5.0,4.0,4.0,1
843,1.0,41,17207,8.0,6.0,7.0,6.0,2
844,1.0,60,26222,7.0,1.0,3.0,4.0,2
845,2.0,47,3322,5.0,2.0,5.0,5.0,1
846,2.0,15,26272,9.0,1.0,3.0,2.0,2
847,1.0,36,14191,8.0,3.0,7.0,3.0,2
848,2.0,65,7142,12.0,5.0,7.0,2.0,2
849,1.0,94,16277,3.0,1.0,7.0,6.0,2
850,1.0,42,25344,9.0,5.0,4.0,7.0,2
851,1.0,0,1571,7.0,4.0,5.0,7.0,0
852,1.0,83,12430,1.0,3.0,7.0,4.0,2
853,1.0,6,1369,11.0,0.0,7.0,3.0,0
854,2.0,93,27015,12.0,1.0,5.0,6.0,2
855,2.0,67,6178,3.0,6.0,7.0,3.0,2
856,2.0,31,6161,6.0,3.0,4.0,4.0,2
857,2.0,29,23019,11.0,5.0,7.0,6.0,2
858,1.0,16,3395,6.0,3.0,4.0,7.0,1
859,2.0,67,19172,3.0,4.0,3.0,7.0,2
860,2.0,26,13633,8.0,3.0,3.0,2.0,2
861,2.0,6,15345,6.0,1.0,3.0,6.0,2
862,2.0,11,16837,1.0,4.0,5.0,6.0,2
863,1.0,81,19243,10.0,5.0,4.0,6.0,2
864,1.0,55,7667,6.0,4.0,3.0,7.0,2
865,1.0,43,10067,1.0,0.0,5.0,6.0,2
866,1.0,67,2366,4.0,6.0,5.0,2.0,1
867,1.0,20,26421,6.0,3.0,4.0,6.0,2
868,2.0,91,20588,6.0,5.0,7.0,3.0,2
869,1.0,92,2002,12.0,1.0,3.0,4.0,0
870,2.0,14,7572,9.0,6.0,3.0,3.0,2
871,2.0,14,21341,3.0,3.0,7.0,4.0,2
872,1.0,80,6308,1.0,2.0,7.0,2.0,2
873,1.0,99,19372,9.0,1.0,7.0,2.0,2
874,1.0,63,19824,2.0,6.0,7.0,2.0,2
875,1.0,43,12717,0.0,3.0,3.0,4.0,2
876,1.0,27,1522,3.0,1.0,4.0,1.0,0
877,2.0,87,10798,5.0,5.0,5.0,4.0,2
878,2.0,20,23003,12.0,2.0,7.0,7.0,2
879,1.0,23,1062,8.0,3.0,3.0,7.0,0
880,2.0,34,16808,12.0,1.0,3.0,2.0,2
881,2.0,32,7350,2.0,6.0,3.0,2.0,2
882,1.0,65,6487,9.0,5.0,5.0,6.0,2
883,1.0,22,16306,9.0,6.0,7.0,3.0,2
884,1.0,21,7992,9.0,0.0,7.0,3.0,2
885,2.0,57,14371,4.0,5.0,7.0,6.0,2
886,2.0,68,21893,4.0,2.0,4.0,3.0,2
887,1.0,45,19961,7.0,2.0,5.0,6.0,2
888,1.0,39,8493,2.0,2.0,3.0,5.0,2
889,2.0,24,1228,4.0,1.0,4.0,3.0,0
890,2.0,86,6011,0.0,3.0,5.0,7.0,2
891,2.0,17,25431,9.0,1.0,7.0,5.0,2
892,1.0,52,7504,12.0,6.0,7.0,6.0,2
893,1.0,90,9210,2.0,4.0,3.0,7.0,2
894,2.0,8,23679,10.0,1.0,7.0,3.0,2
895,1.0,5,26950,4.0,5.0,3.0,4.0,2
896,2.0,97,17105,2.0,2.0,4.0,6.0,2
897,1.0,86,13386,6.0,0.0,5.0,3.0,2
898,2.0,82,622,2.0,6.0,5.0,3.0,0
899,1.0,10,20576,8.0,1.0,5.0,2.0,2
900,1.0,62,18668,7.0,2.0,4.0,6.0,2
901,1.0,29,15275,11.0,2.0,5.0,6.0,2
902,1.0,11,18261,9.0,2.0,3.0,6.0,2
903,2.0,30,5510,11.0,6.0,5.0,3.0,1
904,2.0,71,5396,6.0,5.0,3.0,5.0,1
905,2.0,58,19247,3.0,2.0,4.0,1.0,2
906,1.0,94,10725,7.0,2.0,4.0,4.0,2
907,1.0,42,15427,5.0,5.0,5.0,3.0,2
908,1.0,85,20124,7.0,5.0,5.0,6.0,2
909,1.0,71,20088,8.0,0.0,4.0,5.0,2
910,2.0,25,19473,10.0,3.0,4.0,4.0,2
911,2.0,54,23137,4.0,2.0,4.0,5.0,2
912,2.0,83,5675,6.0,1.0,4.0,6.0,1
913,2.0,25,23222,0.0,3.0,4.0,4.0,2
914,2.0,45,460,3.0,5.0,3.0,5.0,0
915,2.0,3,12976,10.0,2.0,4.0,5.0,2
916,1.0,84,8653,9.0,4.0,3.0,2.0,2
917,1.0,83,7577,1.0,2.0,3.0,1.0,2
918,2.0,37,15336,12.0,0.0,7.0,5.0,2
919,1.0,33,26037,9.0,1.0,5.0,1.0,2
920,2.0,60,6680,11.0,1.0,5.0,1.0,2
921,2.0,89,26215,3.0,6.0,5.0,2.0,2
922,1.0,7,9631,9.0,0.0,4.0,1.0,2
923,2.0,60,8451,3.0,3.0,7.0,2.0,2
924,1.0,37,10821,8.0,4.0,5.0,4.0,2
925,2.0,84,19976,0.0,3.0,7.0,6.0,2
926,2.0,98,19576,10.0,0.0,7.0,4.0,2
927,2.0,16,22311,1.0,2.0,4.0,5.0,2
928,2.0,45,21926,2.0,2.0,5.0,2.0,2
929,1.0,39,8230,5.0,0.0,3.0,5.0,2
930,2.0,33,24319,10.0,0.0,3.0,6.0,2
931,2.0,97,22092,0.0,3.0,7.0,7.0,2
932,1.0,65,17831,12.0,5.0,4.0,6.0,2
933,1.0,73,23417,2.0,1.0,3.0,4.0,2
934,2.0,87,14212,0.0,2.0,3.0,5.0,2
935,2.0,68,9288,6.0,3.0,5.0,3.0,2
936,1.0,24,22537,10.0,4.0,4.0,5.0,2
937,2.0,6,17318,8.0,1.0,7.0,2.0,2
938,1.0,97,17060,7.0,1.0,3.0,7.0,2
939,2.0,60,11539,2.0,3.0,5.0,7.0,2
940,1.0,88,25826,11.0,3.0,5.0,6.0,2
941,2.0,61,24759,5.0,0.0,5.0,3.0,2
942,1.0,59,2394,3.0,4.0,5.0,1.0,1
943,1.0,74,15239,2.0,4.0,5.0,4.0,2
944,1.0,29,24127,4.0,1.0,4.0,6.0,2
945,2.0,28,12316,4.0,6.0,5.0,5.0,2
946,1.0,24,14813,5.0,1.0,4.0,3.0,2
947,2.0,3,6159,10.0,2.0,5.0,5.0,2
948,1.0,82,6484,11.0,6.0,7.0,2.0,2
949,1.0,21,15732,9.0,4.0,4.0,2.0,2
950,2.0,6,2180,10.0,0.0,7.0,3.0,0
951,2.0,84,6872,12.0,5.0,3.0,3.0,2
952,2.0,21,16956,10.0,3.0,4.0,3.0,2
953,1.0,27,27164,3.0,3.0,5.0,4.0,2
954,1.0,26,1094,1.0,3.0,5.0,1.0,0
955,2.0,89,26392,11.0,0.0,4.0,3.0,2
956,2.0,64,26439,6.0,6.0,3.0,6.0,2
957,2.0,3,21624,12.0,6.0,5.0,7.0,2
958,2.0,53,2479,2.0,1.0,4.0,3.0,1
959,2.0,37,4964,9.0,4.0,4.0,1.0,1
960,2.0,7,23667,5.0,5.0,5.0,4.0,2
961,1.0,80,10873,5.0,0.0,5.0,5.0,2
